,sex,age,age_cat,decile_score,score_text,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,is_recid,score
6236,Female,40,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6237,Male,33,25 - 45,6,Medium,Caucasian,6,0,0,0,1,1
6238,Male,30,25 - 45,5,Medium,African-American,2,0,0,0,1,1
6239,Male,29,25 - 45,10,High,Caucasian,1,0,0,0,0,1
6241,Male,36,25 - 45,2,Low,African-American,2,0,0,0,0,0
6243,Male,35,25 - 45,8,High,African-American,6,0,0,0,1,1
6244,Male,49,Greater than 45,2,Low,Hispanic,0,0,0,0,0,0
6245,Male,26,25 - 45,9,High,Hispanic,5,0,0,0,1,1
6246,Male,21,Less than 25,5,Medium,African-American,2,0,1,0,1,1
6247,Male,49,Greater than 45,6,Medium,African-American,29,0,0,0,1,1
6249,Female,37,25 - 45,8,High,African-American,23,0,0,0,1,1
6250,Male,33,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
6253,Male,29,25 - 45,2,Low,African-American,3,0,0,0,1,0
6254,Male,25,25 - 45,5,Medium,African-American,1,0,0,1,1,1
6255,Male,20,Less than 25,8,High,African-American,2,0,0,0,1,1
6257,Male,55,Greater than 45,4,Low,African-American,5,0,0,0,0,0
6258,Male,26,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
6259,Female,52,Greater than 45,1,Low,Caucasian,6,0,0,0,0,0
6260,Male,52,Greater than 45,8,High,African-American,16,0,0,0,1,1
6261,Male,27,25 - 45,7,Medium,Hispanic,1,0,0,0,1,1
6262,Male,60,Greater than 45,2,Low,Caucasian,2,0,0,0,0,0
6263,Male,44,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6264,Male,30,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
6265,Female,25,25 - 45,4,Low,African-American,2,0,0,0,0,0
6266,Female,20,Less than 25,8,High,Caucasian,4,0,0,0,1,1
6267,Male,28,25 - 45,7,Medium,Caucasian,3,0,0,0,1,1
6269,Male,22,Less than 25,6,Medium,Caucasian,1,0,0,0,0,1
6270,Male,24,Less than 25,8,High,Caucasian,1,0,0,0,1,1
6271,Female,28,25 - 45,3,Low,African-American,0,0,0,0,0,0
6272,Male,35,25 - 45,6,Medium,African-American,10,0,0,0,1,1
6273,Male,30,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6274,Male,22,Less than 25,3,Low,African-American,0,0,0,2,1,0
6275,Male,39,25 - 45,5,Medium,African-American,9,0,0,0,0,1
6276,Female,46,Greater than 45,1,Low,Other,1,0,0,0,0,0
6277,Male,47,Greater than 45,2,Low,Other,3,0,0,0,0,0
6278,Male,26,25 - 45,7,Medium,African-American,5,0,0,0,0,1
6280,Female,23,Less than 25,3,Low,African-American,0,0,0,0,0,0
6281,Female,52,Greater than 45,7,Medium,African-American,0,0,0,0,1,1
6282,Female,22,Less than 25,5,Medium,African-American,0,0,0,5,1,1
6283,Male,54,Greater than 45,2,Low,Caucasian,0,0,0,0,0,0
6284,Male,50,Greater than 45,6,Medium,African-American,2,0,0,0,0,1
6285,Male,20,Less than 25,5,Medium,African-American,2,0,0,4,1,1
6286,Male,25,25 - 45,3,Low,Caucasian,1,0,0,0,0,0
6287,Female,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6289,Male,22,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6290,Male,38,25 - 45,4,Low,Caucasian,10,1,0,0,1,0
6291,Female,36,25 - 45,1,Low,Hispanic,9,0,0,0,1,0
6292,Female,34,25 - 45,2,Low,African-American,5,0,0,0,1,0
6293,Male,18,Less than 25,5,Medium,African-American,4,5,0,2,1,1
6294,Female,26,25 - 45,6,Medium,Caucasian,3,0,0,0,1,1
6295,Female,23,Less than 25,6,Medium,Caucasian,0,0,0,0,0,1
6296,Female,32,25 - 45,5,Medium,Hispanic,8,0,0,1,1,1
6297,Male,44,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
6298,Male,53,Greater than 45,4,Low,Caucasian,9,0,0,0,1,0
6300,Male,27,25 - 45,4,Low,African-American,4,0,0,0,1,0
6301,Male,25,25 - 45,6,Medium,Caucasian,2,0,0,0,0,1
6303,Male,19,Less than 25,10,High,Caucasian,1,0,1,3,1,1
6304,Male,53,Greater than 45,2,Low,Caucasian,0,0,0,0,0,0
6305,Male,39,25 - 45,3,Low,African-American,0,0,0,0,0,0
6306,Male,37,25 - 45,4,Low,Other,2,0,0,0,1,0
6307,Male,27,25 - 45,8,High,African-American,6,1,0,0,1,1
6309,Female,21,Less than 25,10,High,African-American,2,0,0,0,1,1
6310,Female,24,Less than 25,9,High,African-American,7,0,0,0,0,1
6311,Male,33,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6312,Female,24,Less than 25,4,Low,Caucasian,1,0,0,4,0,0
6313,Male,46,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
6314,Male,32,25 - 45,7,Medium,Hispanic,7,0,0,0,0,1
6315,Male,24,Less than 25,3,Low,Hispanic,2,0,0,0,0,0
6316,Female,38,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6317,Male,30,25 - 45,10,High,African-American,13,0,2,2,1,1
6318,Male,26,25 - 45,9,High,African-American,27,0,2,2,1,1
6319,Male,57,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
6320,Male,43,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6321,Male,22,Less than 25,6,Medium,African-American,0,0,0,0,0,1
6323,Female,28,25 - 45,9,High,African-American,9,0,0,0,1,1
6324,Male,51,Greater than 45,4,Low,Caucasian,3,0,0,0,0,0
6325,Male,41,25 - 45,1,Low,Hispanic,3,0,0,0,0,0
6326,Male,24,Less than 25,7,Medium,Caucasian,1,0,0,0,0,1
6327,Male,48,Greater than 45,2,Low,African-American,3,0,0,0,1,0
6328,Male,26,25 - 45,3,Low,Caucasian,0,0,0,0,1,0
6329,Male,31,25 - 45,2,Low,African-American,6,0,0,0,1,0
6330,Male,27,25 - 45,10,High,African-American,6,1,2,1,0,1
6331,Male,25,25 - 45,4,Low,African-American,0,0,0,0,0,0
6332,Male,56,Greater than 45,3,Low,Caucasian,3,0,0,0,0,0
6333,Female,29,25 - 45,4,Low,African-American,1,0,0,0,0,0
6334,Female,30,25 - 45,3,Low,Caucasian,3,0,0,0,1,0
6335,Male,21,Less than 25,8,High,African-American,0,0,0,0,0,1
6336,Male,22,Less than 25,4,Low,Caucasian,1,0,0,0,1,0
6337,Female,28,25 - 45,2,Low,African-American,0,0,0,0,0,0
6338,Male,35,25 - 45,1,Low,African-American,2,0,0,0,0,0
6339,Male,23,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
6340,Male,48,Greater than 45,8,High,African-American,4,0,0,0,0,1
6341,Male,22,Less than 25,8,High,Caucasian,4,0,1,2,1,1
6342,Male,37,25 - 45,9,High,African-American,2,0,0,0,0,1
6343,Male,33,25 - 45,1,Low,African-American,0,0,0,0,0,0
6344,Male,23,Less than 25,7,Medium,African-American,5,0,0,1,1,1
6345,Male,22,Less than 25,7,Medium,African-American,0,0,0,1,1,1
6346,Male,24,Less than 25,4,Low,African-American,0,0,0,0,0,0
6347,Male,44,25 - 45,7,Medium,African-American,2,0,0,0,0,1
6349,Female,26,25 - 45,2,Low,African-American,0,0,0,0,0,0
6350,Male,29,25 - 45,6,Medium,African-American,2,0,0,0,0,1
6351,Male,26,25 - 45,2,Low,Hispanic,0,0,0,1,0,0
6352,Male,30,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
6353,Male,23,Less than 25,6,Medium,African-American,1,0,0,0,1,1
6354,Male,42,25 - 45,2,Low,Other,1,0,0,0,0,0
6355,Female,28,25 - 45,3,Low,African-American,0,0,0,0,1,0
6356,Male,20,Less than 25,3,Low,African-American,0,0,0,0,0,0
6357,Female,24,Less than 25,7,Medium,Caucasian,7,0,2,0,0,1
6358,Female,36,25 - 45,7,Medium,Other,6,0,1,0,1,1
6359,Male,37,25 - 45,2,Low,African-American,6,0,0,0,1,0
6360,Female,21,Less than 25,9,High,African-American,1,0,0,0,0,1
6361,Male,27,25 - 45,5,Medium,African-American,8,0,0,0,1,1
6362,Male,26,25 - 45,4,Low,African-American,2,0,0,0,1,0
6363,Male,42,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6364,Male,23,Less than 25,10,High,African-American,8,0,0,0,1,1
6366,Female,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6368,Male,24,Less than 25,6,Medium,Caucasian,1,0,0,0,1,1
6369,Male,23,Less than 25,4,Low,African-American,0,0,0,0,0,0
6370,Female,64,Greater than 45,1,Low,African-American,0,0,0,0,0,0
6371,Male,48,Greater than 45,1,Low,Other,0,0,0,0,0,0
6373,Female,39,25 - 45,5,Medium,African-American,0,0,0,0,1,1
6374,Male,30,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6375,Female,22,Less than 25,4,Low,African-American,1,0,0,0,0,0
6376,Male,20,Less than 25,6,Medium,African-American,2,0,0,0,1,1
6377,Male,21,Less than 25,4,Low,African-American,0,0,0,0,1,0
6378,Male,24,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6381,Male,30,25 - 45,7,Medium,African-American,3,0,0,0,0,1
6382,Male,51,Greater than 45,8,High,African-American,12,0,0,0,1,1
6384,Male,21,Less than 25,10,High,African-American,1,1,0,2,1,1
6385,Male,31,25 - 45,10,High,African-American,1,0,0,0,0,1
6386,Male,23,Less than 25,7,Medium,African-American,2,0,0,0,1,1
6387,Male,23,Less than 25,7,Medium,Hispanic,0,0,0,0,0,1
6388,Male,32,25 - 45,4,Low,African-American,4,0,0,0,1,0
6389,Male,28,25 - 45,6,Medium,African-American,11,0,0,0,1,1
6391,Male,24,Less than 25,2,Low,African-American,0,0,0,1,0,0
6392,Female,19,Less than 25,4,Low,African-American,1,0,0,0,1,0
6393,Male,31,25 - 45,1,Low,Other,1,0,0,0,0,0
6394,Male,29,25 - 45,4,Low,African-American,3,0,0,0,1,0
6395,Male,41,25 - 45,6,Medium,African-American,6,0,0,0,1,1
6396,Male,28,25 - 45,3,Low,African-American,4,0,0,0,1,0
6397,Male,29,25 - 45,4,Low,Caucasian,6,0,0,0,1,0
6398,Male,49,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
6399,Male,42,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6400,Male,38,25 - 45,2,Low,African-American,4,0,0,0,0,0
6401,Male,22,Less than 25,6,Medium,African-American,3,0,0,1,1,1
6402,Male,46,Greater than 45,2,Low,Caucasian,0,0,0,0,1,0
6404,Male,38,25 - 45,3,Low,African-American,0,0,0,0,1,0
6405,Male,36,25 - 45,6,Medium,African-American,0,0,0,0,0,1
6407,Male,22,Less than 25,9,High,Caucasian,6,0,0,0,1,1
6408,Male,29,25 - 45,10,High,African-American,11,0,0,0,0,1
6410,Male,39,25 - 45,2,Low,African-American,2,0,0,0,0,0
6411,Male,47,Greater than 45,2,Low,Caucasian,0,0,0,0,0,0
6412,Male,26,25 - 45,10,High,African-American,7,0,0,0,1,1
6413,Female,21,Less than 25,5,Medium,African-American,0,0,0,0,1,1
6415,Male,63,Greater than 45,1,Low,African-American,2,0,0,0,0,0
6416,Male,27,25 - 45,2,Low,African-American,2,0,0,0,1,0
6417,Male,55,Greater than 45,5,Medium,Caucasian,27,0,0,0,0,1
6420,Male,54,Greater than 45,2,Low,Other,2,0,0,0,1,0
6423,Male,26,25 - 45,5,Medium,Caucasian,0,0,0,0,1,1
6424,Male,37,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
6426,Male,34,25 - 45,1,Low,African-American,0,0,0,0,0,0
6427,Female,48,Greater than 45,1,Low,Hispanic,4,0,0,0,1,0
6428,Male,25,25 - 45,7,Medium,African-American,2,1,1,0,1,1
6429,Male,57,Greater than 45,1,Low,Other,0,0,0,0,0,0
6431,Male,21,Less than 25,3,Low,Hispanic,0,0,0,0,1,0
6432,Male,32,25 - 45,9,High,African-American,8,0,0,1,0,1
6433,Female,25,25 - 45,9,High,African-American,5,0,0,0,1,1
6435,Female,33,25 - 45,3,Low,African-American,2,0,0,0,1,0
6436,Male,26,25 - 45,5,Medium,African-American,2,0,0,0,1,1
6438,Male,29,25 - 45,4,Low,African-American,2,0,0,0,0,0
6439,Male,28,25 - 45,4,Low,Caucasian,6,0,0,0,1,0
6440,Male,53,Greater than 45,5,Medium,African-American,20,0,0,0,0,1
6441,Male,57,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
6443,Male,27,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6444,Male,48,Greater than 45,2,Low,Caucasian,0,0,0,0,0,0
6445,Male,29,25 - 45,2,Low,Hispanic,0,0,0,0,1,0
6446,Male,25,25 - 45,4,Low,Caucasian,1,0,0,0,1,0
6447,Male,67,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6448,Male,29,25 - 45,5,Medium,African-American,2,0,0,1,0,1
6449,Female,53,Greater than 45,2,Low,African-American,3,0,0,0,0,0
6451,Male,49,Greater than 45,1,Low,African-American,0,0,0,0,0,0
6452,Female,44,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6453,Female,55,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6454,Male,26,25 - 45,8,High,African-American,10,1,0,0,1,1
6456,Male,46,Greater than 45,1,Low,African-American,0,0,0,0,0,0
6457,Male,30,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
6458,Female,48,Greater than 45,6,Medium,African-American,0,0,0,0,1,1
6459,Male,77,Greater than 45,1,Low,African-American,1,0,0,0,1,0
6460,Male,21,Less than 25,10,High,African-American,2,0,2,2,1,1
6462,Male,54,Greater than 45,3,Low,African-American,4,0,0,0,1,0
6463,Male,54,Greater than 45,2,Low,Caucasian,3,0,0,0,0,0
6464,Male,26,25 - 45,9,High,African-American,15,0,0,0,0,1
6465,Male,23,Less than 25,9,High,African-American,8,0,1,1,1,1
6467,Male,39,25 - 45,2,Low,Caucasian,2,0,0,0,0,0
6468,Male,35,25 - 45,7,Medium,Hispanic,13,0,0,0,0,1
6469,Male,29,25 - 45,1,Low,African-American,1,0,0,0,1,0
6470,Male,30,25 - 45,4,Low,African-American,9,1,0,0,1,0
6471,Male,41,25 - 45,3,Low,African-American,6,0,0,0,0,0
6472,Male,32,25 - 45,10,High,African-American,1,0,0,0,0,1
6473,Male,48,Greater than 45,6,Medium,African-American,12,0,0,0,0,1
6475,Male,52,Greater than 45,6,Medium,African-American,0,0,0,0,1,1
6476,Male,31,25 - 45,1,Low,African-American,3,0,1,0,1,0
6477,Male,22,Less than 25,5,Medium,Caucasian,1,0,0,3,1,1
6479,Female,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6481,Male,29,25 - 45,4,Low,African-American,7,0,0,0,1,0
6482,Female,22,Less than 25,7,Medium,African-American,0,0,0,0,0,1
6484,Male,39,25 - 45,4,Low,African-American,8,0,0,0,0,0
6485,Male,35,25 - 45,6,Medium,African-American,9,0,0,0,0,1
6486,Male,26,25 - 45,1,Low,African-American,1,0,0,0,0,0
6487,Male,27,25 - 45,2,Low,African-American,1,0,0,0,0,0
6488,Male,27,25 - 45,10,High,African-American,5,0,0,0,1,1
6489,Female,34,25 - 45,9,High,Caucasian,10,0,0,0,1,1
6493,Female,32,25 - 45,1,Low,African-American,0,0,0,0,1,0
6495,Male,25,25 - 45,9,High,African-American,5,0,0,1,1,1
6496,Male,22,Less than 25,5,Medium,Caucasian,2,0,0,1,1,1
6498,Male,52,Greater than 45,9,High,African-American,7,0,0,0,1,1
6499,Male,21,Less than 25,10,High,African-American,2,0,0,0,1,1
6500,Male,28,25 - 45,9,High,African-American,11,0,1,0,1,1
6502,Male,26,25 - 45,6,Medium,Hispanic,0,0,0,0,0,1
6503,Male,23,Less than 25,4,Low,Caucasian,4,0,1,0,1,0
6505,Male,31,25 - 45,1,Low,African-American,1,0,0,0,0,0
6506,Male,34,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
6507,Male,32,25 - 45,4,Low,African-American,0,0,0,0,0,0
6508,Female,50,Greater than 45,3,Low,Caucasian,0,0,0,0,1,0
6509,Male,27,25 - 45,5,Medium,African-American,1,0,0,0,0,1
6510,Female,26,25 - 45,3,Low,African-American,4,0,1,0,0,0
6511,Male,27,25 - 45,5,Medium,African-American,4,1,0,0,1,1
6512,Male,29,25 - 45,3,Low,Caucasian,0,0,0,0,1,0
6514,Male,58,Greater than 45,1,Low,African-American,0,0,0,0,0,0
6515,Male,27,25 - 45,10,High,African-American,14,2,0,0,1,1
6516,Male,28,25 - 45,5,Medium,African-American,5,0,0,0,1,1
6517,Male,24,Less than 25,10,High,African-American,15,0,5,1,1,1
6519,Male,50,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6520,Female,30,25 - 45,9,High,African-American,15,0,0,0,1,1
6522,Male,46,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6523,Male,43,25 - 45,1,Low,Caucasian,0,0,0,0,1,0
6524,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,1,0
6525,Male,34,25 - 45,7,Medium,African-American,10,0,0,0,0,1
6527,Male,26,25 - 45,2,Low,Caucasian,2,0,0,0,0,0
6528,Male,31,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6529,Male,23,Less than 25,3,Low,African-American,1,0,0,3,1,0
6530,Male,39,25 - 45,1,Low,African-American,0,0,0,0,0,0
6531,Male,50,Greater than 45,1,Low,African-American,4,0,0,0,1,0
6532,Female,22,Less than 25,6,Medium,African-American,0,0,0,0,0,1
6533,Female,25,25 - 45,2,Low,African-American,0,0,0,0,0,0
6534,Female,21,Less than 25,9,High,African-American,2,0,1,0,0,1
6535,Male,20,Less than 25,4,Low,Caucasian,1,0,0,0,0,0
6536,Male,54,Greater than 45,5,Medium,African-American,12,0,0,0,1,1
6537,Female,27,25 - 45,6,Medium,African-American,2,0,0,0,1,1
6538,Male,45,Greater than 45,5,Medium,Caucasian,5,0,0,0,1,1
6539,Male,34,25 - 45,7,Medium,African-American,13,3,1,0,1,1
6540,Female,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6541,Male,24,Less than 25,2,Low,African-American,0,0,0,0,0,0
6542,Male,20,Less than 25,10,High,African-American,0,0,0,1,1,1
6543,Male,37,25 - 45,5,Medium,African-American,5,0,0,0,1,1
6544,Female,34,25 - 45,1,Low,Caucasian,1,0,0,0,0,0
6545,Female,41,25 - 45,6,Medium,African-American,2,0,0,0,1,1
6546,Male,21,Less than 25,6,Medium,African-American,1,0,0,0,1,1
6547,Male,22,Less than 25,3,Low,African-American,3,0,0,0,1,0
6548,Male,24,Less than 25,8,High,African-American,0,0,0,0,0,1
6549,Male,42,25 - 45,4,Low,Caucasian,8,0,0,0,0,0
6550,Female,23,Less than 25,4,Low,African-American,0,0,0,0,1,0
6553,Male,20,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6554,Female,44,25 - 45,1,Low,Caucasian,0,0,0,0,1,0
6555,Male,20,Less than 25,4,Low,African-American,0,0,0,0,0,0
6556,Male,27,25 - 45,5,Medium,African-American,5,0,0,0,0,1
6557,Male,20,Less than 25,10,High,Caucasian,0,0,0,0,1,1
6558,Male,20,Less than 25,6,Medium,African-American,0,0,0,0,0,1
6559,Male,28,25 - 45,4,Low,Caucasian,1,0,0,0,1,0
6560,Male,29,25 - 45,7,Medium,African-American,9,0,0,0,1,1
6561,Male,21,Less than 25,9,High,African-American,0,0,0,0,1,1
6563,Female,24,Less than 25,6,Medium,African-American,2,0,0,0,1,1
6566,Male,21,Less than 25,4,Low,Other,0,0,0,0,1,0
6567,Female,24,Less than 25,5,Medium,African-American,0,0,0,0,0,1
6568,Male,23,Less than 25,5,Medium,African-American,3,0,1,0,1,1
6569,Male,27,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
6570,Male,24,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6571,Male,31,25 - 45,6,Medium,African-American,6,0,1,0,1,1
6572,Male,22,Less than 25,4,Low,African-American,0,0,0,0,1,0
6575,Male,54,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6577,Female,35,25 - 45,6,Medium,African-American,7,0,0,0,1,1
6578,Female,53,Greater than 45,5,Medium,African-American,0,0,0,0,0,1
6579,Male,26,25 - 45,4,Low,African-American,9,0,0,0,1,0
6580,Male,48,Greater than 45,4,Low,African-American,7,0,0,0,1,0
6582,Female,56,Greater than 45,1,Low,African-American,2,0,0,0,1,0
6583,Male,25,25 - 45,7,Medium,African-American,6,0,0,0,1,1
6584,Female,49,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6585,Male,34,25 - 45,2,Low,Caucasian,0,0,0,0,1,0
6586,Male,21,Less than 25,6,Medium,African-American,0,0,0,0,1,1
6587,Male,23,Less than 25,6,Medium,Caucasian,0,0,0,0,1,1
6588,Male,57,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6591,Male,25,25 - 45,10,High,Caucasian,5,0,0,0,1,1
6592,Female,42,25 - 45,5,Medium,African-American,1,0,0,0,0,1
6593,Male,51,Greater than 45,5,Medium,African-American,1,0,0,0,0,1
6595,Male,31,25 - 45,2,Low,Other,5,0,1,0,0,0
6597,Male,53,Greater than 45,5,Medium,African-American,13,0,0,0,0,1
6598,Female,43,25 - 45,7,Medium,African-American,6,0,0,0,0,1
6599,Male,34,25 - 45,1,Low,African-American,0,0,0,0,0,0
6600,Female,27,25 - 45,5,Medium,Caucasian,2,0,0,0,1,1
6601,Male,51,Greater than 45,1,Low,African-American,0,0,0,0,0,0
6602,Male,26,25 - 45,4,Low,Caucasian,1,0,0,0,0,0
6603,Male,47,Greater than 45,6,Medium,African-American,5,0,0,0,0,1
6604,Male,22,Less than 25,4,Low,Caucasian,0,0,0,1,0,0
6605,Female,36,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6606,Female,36,25 - 45,3,Low,Hispanic,1,0,0,0,0,0
6607,Male,41,25 - 45,3,Low,Caucasian,4,0,0,0,1,0
6610,Male,25,25 - 45,6,Medium,African-American,6,0,3,1,0,1
6612,Female,31,25 - 45,3,Low,Hispanic,2,0,0,0,1,0
6614,Male,33,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6616,Female,44,25 - 45,2,Low,Caucasian,3,0,0,0,1,0
6617,Male,46,Greater than 45,2,Low,Caucasian,0,0,0,0,1,0
6618,Female,28,25 - 45,2,Low,African-American,1,0,0,0,0,0
6619,Male,28,25 - 45,5,Medium,African-American,5,1,0,0,1,1
6620,Male,66,Greater than 45,2,Low,African-American,5,0,0,0,1,0
6621,Male,20,Less than 25,3,Low,Caucasian,0,0,0,0,0,0
6622,Male,27,25 - 45,3,Low,African-American,2,0,0,0,0,0
6623,Female,24,Less than 25,4,Low,Other,0,0,0,0,0,0
6624,Male,25,25 - 45,3,Low,African-American,3,0,0,0,1,0
6626,Female,39,25 - 45,5,Medium,African-American,1,0,0,0,0,1
6627,Female,41,25 - 45,4,Low,African-American,7,0,0,0,1,0
6628,Male,26,25 - 45,2,Low,African-American,0,0,0,0,0,0
6629,Male,25,25 - 45,5,Medium,African-American,2,0,0,0,1,1
6631,Male,55,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6632,Male,22,Less than 25,9,High,African-American,2,0,0,0,1,1
6633,Female,29,25 - 45,2,Low,Other,2,0,0,0,1,0
6634,Male,25,25 - 45,9,High,African-American,7,0,0,0,1,1
6637,Male,50,Greater than 45,1,Low,Hispanic,5,0,0,0,1,0
6638,Female,20,Less than 25,6,Medium,Caucasian,0,0,0,0,1,1
6639,Male,56,Greater than 45,7,Medium,Caucasian,5,0,0,0,0,1
6640,Male,25,25 - 45,8,High,African-American,5,0,0,0,1,1
6641,Female,48,Greater than 45,1,Low,African-American,1,0,0,0,0,0
6642,Male,21,Less than 25,9,High,African-American,1,0,0,0,0,1
6643,Male,31,25 - 45,1,Low,Caucasian,2,0,0,0,1,0
6644,Male,35,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6645,Male,25,25 - 45,7,Medium,Hispanic,6,0,0,0,1,1
6646,Male,34,25 - 45,3,Low,African-American,2,0,0,0,1,0
6647,Male,32,25 - 45,7,Medium,African-American,0,0,0,0,0,1
6649,Female,31,25 - 45,3,Low,African-American,1,0,0,0,1,0
6653,Female,44,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
6654,Male,31,25 - 45,7,Medium,African-American,11,0,0,0,1,1
6655,Male,28,25 - 45,2,Low,African-American,3,0,0,0,1,0
6657,Female,27,25 - 45,9,High,African-American,10,0,1,0,1,1
6658,Male,24,Less than 25,9,High,African-American,0,0,0,2,1,1
6659,Male,49,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6660,Female,40,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6661,Male,22,Less than 25,6,Medium,African-American,4,0,0,0,0,1
6662,Male,28,25 - 45,2,Low,African-American,5,0,0,0,1,0
6664,Male,24,Less than 25,6,Medium,African-American,2,0,0,0,1,1
6665,Male,49,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
6666,Male,33,25 - 45,7,Medium,Caucasian,0,0,0,0,1,1
6669,Male,44,25 - 45,7,Medium,Caucasian,0,0,0,0,1,1
6670,Male,41,25 - 45,6,Medium,African-American,12,0,0,3,1,1
6671,Male,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6672,Male,57,Greater than 45,1,Low,African-American,2,0,0,0,0,0
6674,Male,32,25 - 45,9,High,African-American,0,0,0,0,0,1
6675,Male,36,25 - 45,9,High,African-American,1,0,0,0,0,1
6676,Male,30,25 - 45,8,High,African-American,1,0,0,0,0,1
6677,Male,28,25 - 45,2,Low,African-American,0,0,0,0,0,0
6678,Male,31,25 - 45,4,Low,Caucasian,3,0,0,0,1,0
6679,Male,29,25 - 45,10,High,African-American,8,1,0,0,1,1
6680,Male,21,Less than 25,5,Medium,African-American,1,0,0,0,0,1
6681,Male,23,Less than 25,8,High,African-American,5,1,0,0,1,1
6682,Male,27,25 - 45,1,Low,Other,0,0,0,0,0,0
6683,Male,25,25 - 45,9,High,Caucasian,4,0,0,0,0,1
6684,Female,49,Greater than 45,10,High,African-American,25,0,0,0,1,1
6685,Male,35,25 - 45,5,Medium,Other,2,0,0,0,0,1
6686,Male,35,25 - 45,2,Low,Hispanic,0,0,0,0,1,0
6687,Female,25,25 - 45,8,High,African-American,1,0,0,0,1,1
6688,Male,32,25 - 45,7,Medium,Hispanic,2,1,0,0,1,1
6689,Male,35,25 - 45,6,Medium,African-American,9,0,0,0,0,1
6692,Male,32,25 - 45,9,High,African-American,0,0,0,0,0,1
6693,Female,23,Less than 25,4,Low,African-American,0,0,0,0,0,0
6695,Male,23,Less than 25,10,High,African-American,4,1,1,2,0,1
6696,Female,26,25 - 45,8,High,African-American,0,0,0,0,0,1
6697,Male,31,25 - 45,8,High,African-American,9,0,0,0,1,1
6698,Male,22,Less than 25,4,Low,African-American,0,0,0,0,1,0
6699,Female,20,Less than 25,8,High,Caucasian,0,0,0,0,1,1
6700,Male,24,Less than 25,3,Low,African-American,1,0,0,0,0,0
6701,Male,37,25 - 45,7,Medium,African-American,0,0,0,0,0,1
6702,Male,29,25 - 45,5,Medium,African-American,0,0,0,0,0,1
6703,Male,34,25 - 45,2,Low,Other,0,0,0,0,0,0
6704,Male,29,25 - 45,7,Medium,African-American,9,0,0,1,1,1
6705,Male,49,Greater than 45,1,Low,Caucasian,3,0,0,0,0,0
6706,Male,31,25 - 45,2,Low,African-American,2,0,0,0,0,0
6707,Male,59,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6708,Male,39,25 - 45,1,Low,African-American,2,0,0,0,1,0
6709,Male,23,Less than 25,5,Medium,African-American,1,0,0,1,0,1
